follower_username,followed_username
10083@novasbe.pt,10033@novasbe.pt
10083@novasbe.pt,10037@novasbe.pt
10083@novasbe.pt,10053@novasbe.pt
10083@novasbe.pt,10023@novasbe.pt
10083@novasbe.pt,10055@novasbe.pt
10083@novasbe.pt,10028@novasbe.pt
10083@novasbe.pt,10080@novasbe.pt
10083@novasbe.pt,10051@novasbe.pt
10083@novasbe.pt,10076@novasbe.pt
10083@novasbe.pt,10034@novasbe.pt
10083@novasbe.pt,10082@novasbe.pt
10084@novasbe.pt,10075@novasbe.pt
10084@novasbe.pt,10088@novasbe.pt
10084@novasbe.pt,10087@novasbe.pt
10084@novasbe.pt,10009@novasbe.pt
10084@novasbe.pt,10099@novasbe.pt
10084@novasbe.pt,10091@novasbe.pt
10084@novasbe.pt,10031@novasbe.pt
10084@novasbe.pt,10055@novasbe.pt
10084@novasbe.pt,10008@novasbe.pt
10085@novasbe.pt,10064@novasbe.pt
10085@novasbe.pt,10012@novasbe.pt
10085@novasbe.pt,10078@novasbe.pt
10085@novasbe.pt,10013@novasbe.pt
10085@novasbe.pt,10099@novasbe.pt
10085@novasbe.pt,10037@novasbe.pt
10085@novasbe.pt,10046@novasbe.pt
10085@novasbe.pt,10081@novasbe.pt
10085@novasbe.pt,10032@novasbe.pt
10085@novasbe.pt,10033@novasbe.pt
10085@novasbe.pt,10076@novasbe.pt
10086@novasbe.pt,10027@novasbe.pt
10086@novasbe.pt,10074@novasbe.pt
10086@novasbe.pt,10075@novasbe.pt
10086@novasbe.pt,10017@novasbe.pt
10086@novasbe.pt,10034@novasbe.pt
10086@novasbe.pt,10030@novasbe.pt
10086@novasbe.pt,10004@novasbe.pt
10086@novasbe.pt,10033@novasbe.pt
10086@novasbe.pt,10000@novasbe.pt
10086@novasbe.pt,10064@novasbe.pt
10087@novasbe.pt,10022@novasbe.pt
10087@novasbe.pt,10005@novasbe.pt
10087@novasbe.pt,10083@novasbe.pt
10087@novasbe.pt,10013@novasbe.pt
10087@novasbe.pt,10021@novasbe.pt
10087@novasbe.pt,10064@novasbe.pt
10087@novasbe.pt,10085@novasbe.pt
10087@novasbe.pt,10080@novasbe.pt
10087@novasbe.pt,10002@novasbe.pt
10087@novasbe.pt,10063@novasbe.pt
10088@novasbe.pt,10025@novasbe.pt
10088@novasbe.pt,10063@novasbe.pt
10088@novasbe.pt,10089@novasbe.pt
10088@novasbe.pt,10012@novasbe.pt
10088@novasbe.pt,10075@novasbe.pt
10088@novasbe.pt,10065@novasbe.pt
10088@novasbe.pt,10043@novasbe.pt
10088@novasbe.pt,10022@novasbe.pt
10089@novasbe.pt,10001@novasbe.pt
10089@novasbe.pt,10035@novasbe.pt
10089@novasbe.pt,10074@novasbe.pt
10089@novasbe.pt,10087@novasbe.pt
10089@novasbe.pt,10099@novasbe.pt
10089@novasbe.pt,10062@novasbe.pt
10089@novasbe.pt,10077@novasbe.pt
10089@novasbe.pt,10040@novasbe.pt
10089@novasbe.pt,10082@novasbe.pt
10089@novasbe.pt,10020@novasbe.pt
10089@novasbe.pt,10098@novasbe.pt
10089@novasbe.pt,10034@novasbe.pt
10090@novasbe.pt,10007@novasbe.pt
10090@novasbe.pt,10019@novasbe.pt
10090@novasbe.pt,10053@novasbe.pt
10090@novasbe.pt,10075@novasbe.pt
10090@novasbe.pt,10027@novasbe.pt
10090@novasbe.pt,10082@novasbe.pt
10090@novasbe.pt,10099@novasbe.pt
10090@novasbe.pt,10037@novasbe.pt
10090@novasbe.pt,10014@novasbe.pt
10090@novasbe.pt,10030@novasbe.pt
10090@novasbe.pt,10091@novasbe.pt
10090@novasbe.pt,10032@novasbe.pt
10091@novasbe.pt,10025@novasbe.pt
10091@novasbe.pt,10085@novasbe.pt
10091@novasbe.pt,10048@novasbe.pt
10091@novasbe.pt,10043@novasbe.pt
10091@novasbe.pt,10077@novasbe.pt
10091@novasbe.pt,10038@novasbe.pt
10091@novasbe.pt,10062@novasbe.pt
10091@novasbe.pt,10073@novasbe.pt
10092@novasbe.pt,10053@novasbe.pt
10092@novasbe.pt,10030@novasbe.pt
10092@novasbe.pt,10035@novasbe.pt
10092@novasbe.pt,10091@novasbe.pt
10092@novasbe.pt,10015@novasbe.pt
10092@novasbe.pt,10046@novasbe.pt
10092@novasbe.pt,10028@novasbe.pt
10092@novasbe.pt,10083@novasbe.pt
10093@novasbe.pt,10048@novasbe.pt
10093@novasbe.pt,10075@novasbe.pt
10093@novasbe.pt,10031@novasbe.pt
10093@novasbe.pt,10064@novasbe.pt
10093@novasbe.pt,10040@novasbe.pt
10093@novasbe.pt,10013@novasbe.pt
10093@novasbe.pt,10027@novasbe.pt
10093@novasbe.pt,10059@novasbe.pt
10093@novasbe.pt,10050@novasbe.pt
10094@novasbe.pt,10030@novasbe.pt
10094@novasbe.pt,10044@novasbe.pt
10094@novasbe.pt,10068@novasbe.pt
10094@novasbe.pt,10066@novasbe.pt
10095@novasbe.pt,10076@novasbe.pt
10095@novasbe.pt,10066@novasbe.pt
10095@novasbe.pt,10047@novasbe.pt
10095@novasbe.pt,10027@novasbe.pt
10095@novasbe.pt,10065@novasbe.pt
10095@novasbe.pt,10073@novasbe.pt
10095@novasbe.pt,10018@novasbe.pt
10095@novasbe.pt,10056@novasbe.pt
10096@novasbe.pt,10038@novasbe.pt
10096@novasbe.pt,10015@novasbe.pt
10096@novasbe.pt,10016@novasbe.pt
10096@novasbe.pt,10045@novasbe.pt
10096@novasbe.pt,10068@novasbe.pt
10096@novasbe.pt,10040@novasbe.pt
10096@novasbe.pt,10002@novasbe.pt
10096@novasbe.pt,10043@novasbe.pt
10096@novasbe.pt,10092@novasbe.pt
10096@novasbe.pt,10085@novasbe.pt
10096@novasbe.pt,10001@novasbe.pt
10096@novasbe.pt,10022@novasbe.pt
10097@novasbe.pt,10066@novasbe.pt
10097@novasbe.pt,10028@novasbe.pt
10097@novasbe.pt,10037@novasbe.pt
10097@novasbe.pt,10013@novasbe.pt
10097@novasbe.pt,10007@novasbe.pt
10097@novasbe.pt,10021@novasbe.pt
10098@novasbe.pt,10038@novasbe.pt
10098@novasbe.pt,10085@novasbe.pt
10098@novasbe.pt,10062@novasbe.pt
10098@novasbe.pt,10010@novasbe.pt
10099@novasbe.pt,10040@novasbe.pt
10099@novasbe.pt,10052@novasbe.pt
10099@novasbe.pt,10005@novasbe.pt
10099@novasbe.pt,10081@novasbe.pt
10099@novasbe.pt,10070@novasbe.pt
10099@novasbe.pt,10091@novasbe.pt
10099@novasbe.pt,10006@novasbe.pt
10099@novasbe.pt,10093@novasbe.pt
